id,identifier,height,weight,base_experience,type_slot_1_identifier,type_slot_2_identifier,stats_hp,stats_attack,stats_defense,stats_special-attack,stats_special-defense,stats_speed,generation,aura_color,description
637,volcarona,16,460,248,bug,fire,85,60,65,135,105,100,5,blue,When volcanic ash darkened the atmosphere， it is said that Volcarona’s fire provided a replacement for the sun.
638,cobalion,21,2500,261,steel,fighting,91,90,129,90,72,108,5,blue,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.
639,terrakion,19,2600,261,rock,fighting,91,129,90,72,90,108,5,gray,Spoken of in legend， this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.
640,virizion,20,2000,261,grass,fighting,91,90,72,90,129,108,5,green,Legends say this Pokémon confounded opponents with its swift movements.
641,tornadus-incarnate,15,630,261,flying,,79,115,70,125,80,111,5,green,Tornadus expels massive energy from its tail， causing severe storms. Its power is great enough to blow houses away.
642,thundurus-incarnate,15,610,261,electric,flying,79,115,70,125,80,111,5,blue,As it flies around， it shoots lightning all over the place and causes forest fires. It is therefore disliked.
643,reshiram,32,3300,306,dragon,fire,100,120,100,150,120,90,5,blue,When Reshiram’s tail flares， the heat energy moves the atmosphere and changes the world’s weather.
644,zekrom,29,3450,306,dragon,electric,100,150,120,120,100,90,5,black,Concealing itself in lightning clouds， it flies throughout the Unova region. It creates electricity in its tail.
645,landorus-incarnate,15,680,270,ground,flying,89,125,90,115,80,101,5,brown,From the forces of lightning and wind， it creates energy to give nutrients to the soil and make the land abundant.
646,kyurem,30,3250,297,dragon,ice,125,130,90,130,90,95,5,gray,It generates a powerful， freezing energy inside itself， but its body became frozen when the energy leaked out.
647,keldeo-ordinary,14,485,261,water,fighting,91,72,90,129,90,108,5,yellow,When it is resolute， its body fills with power and it becomes swifter. Its jumps are then too fast to follow.
648,meloetta-aria,6,65,270,normal,psychic,100,77,77,128,128,90,5,blue,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,genesect,15,825,270,bug,steel,71,120,95,120,95,99,5,purple,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.
650,chespin,4,90,63,grass,,56,61,65,48,45,38,6,green,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.
651,quilladin,7,290,142,grass,,61,78,95,56,58,57,6,green,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.
652,chesnaught,16,900,239,grass,fighting,88,107,122,74,75,64,6,green,When it takes a defensive posture with its fists guarding its face， it could withstand a bomb blast.
653,fennekin,4,94,61,fire,,40,45,40,62,60,60,6,red,As it walks， it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.
654,braixen,10,145,143,fire,,59,59,58,90,70,73,6,red,When the twig is plucked from its tail， friction sets the twig alight. The flame is used to send signals to its allies.
655,delphox,15,390,240,fire,psychic,75,69,72,114,100,104,6,red,Using psychic power， it generates a fiery vortex of 5，400 degrees Fahrenheit， incinerating foes swept into this whirl of flame.
656,froakie,3,70,63,water,,41,56,40,62,44,71,6,blue,It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air， it keeps a watchful eye on its surroundings.
657,frogadier,6,109,142,water,,54,63,52,83,56,97,6,blue,Its swiftness is unparalleled. It can scale a tower of more than 2，000 feet in a minute’s time.
658,greninja,15,400,239,water,dark,72,95,67,103,71,122,6,blue,It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements， while slicing them with throwing stars of sharpest water.
659,bunnelby,4,50,47,normal,,38,36,38,32,36,57,6,brown,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
660,diggersby,10,424,148,normal,ground,85,56,77,50,77,78,6,brown,As powerful as an excavator， its ears can reduce dense bedrock to rubble. When it’s finished digging， it lounges lazily.
661,fletchling,3,17,56,normal,flying,45,50,43,40,38,62,6,red,Despite the beauty of its lilting voice， it’s merciless to intruders that enter its territory.
662,fletchinder,7,160,134,fire,flying,62,73,55,56,52,84,6,red,The hotter the flame sac on its belly， the faster it can fly， but it takes some time to get the fire going.
663,talonflame,12,245,175,fire,flying,78,81,71,74,69,126,6,red,When attacking prey， it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.
664,scatterbug,3,25,40,bug,,38,35,40,27,25,35,6,black,The powder that covers its body regulates its temperature， so it can live in any region or climate.
665,spewpa,3,84,75,bug,,45,22,60,27,30,29,6,black,The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself， it spews powder.
666,vivillon,12,170,185,bug,flying,80,52,50,90,50,89,6,black,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.
667,litleo,6,135,74,fire,normal,62,50,58,73,54,72,6,brown,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
668,pyroar,15,815,177,fire,normal,86,68,72,109,66,106,6,brown,With fiery breath of more than 10，000 degrees Fahrenheit， they viciously threaten any challenger. The females protect the pride’s cubs.
669,flabebe,1,1,61,fairy,,44,38,39,61,79,42,6,blue,When it finds a flower it likes， it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.
670,floette,2,9,130,fairy,,54,45,47,75,98,52,6,blue,When the flowers of a well-tended flower bed bloom， it appears and celebrates with an elegant dance.
671,florges,11,100,248,fairy,,78,65,68,112,154,75,6,blue,In times long past， governors of castles would invite Florges to create flower gardens to embellish the castle domains.
672,skiddo,9,310,70,grass,,66,65,48,62,57,52,6,brown,If it has sunshine and water， it doesn’t need to eat， because it can generate energy from the leaves on its back.
673,gogoat,17,910,186,grass,,123,100,62,97,81,68,6,brown,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.
674,pancham,6,80,70,fighting,,67,82,62,46,48,43,6,blue,It does its level best to glare and pull a scary face， but it can’t help grinning if anyone pats its head.
675,pangoro,21,1360,173,fighting,dark,95,124,78,69,71,58,6,blue,It charges ahead and bashes its opponents like a berserker， uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.
676,furfrou,12,280,165,normal,,75,80,60,65,90,102,6,blue,Historically， in the Kalos region， these Pokémon were the designated guardians of the king.
677,espurr,3,35,71,psychic,,62,48,54,63,60,68,6,gray,It has enough psychic energy to blast everything within 300 feet of itself， but it has no control over its power.
678,meowstic-male,6,85,163,psychic,,74,48,76,83,81,104,6,blue,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
679,honedge,8,20,65,steel,ghost,45,80,100,35,37,28,6,brown,If anyone dares to grab its hilt， it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.
680,doublade,8,45,157,steel,ghost,59,110,150,45,49,35,6,brown,The complex attack patterns of its two swords are unstoppable， even for an opponent greatly accomplished at swordplay.
681,aegislash-shield,17,530,234,steel,ghost,60,50,150,50,150,60,6,brown,Apparently， it can detect the innate qualities of leadership. According to legend， whoever it recognizes is destined to become king.
682,spritzee,2,5,68,fairy,,78,52,60,63,65,23,6,pink,In the past， rather than using perfume， royal ladies carried a Spritzee that would waft a fragrance they liked.
683,aromatisse,8,155,162,fairy,,101,72,72,99,89,29,6,pink,Its scent is so overpowering that， unless a Trainer happens to really enjoy the smell， he or she will have a hard time walking alongside it.
684,swirlix,4,35,68,fairy,,62,48,66,59,57,49,6,blue,Because it eats nothing but sweets， its fur is as sticky sweet as cotton candy.
685,slurpuff,8,50,168,fairy,,82,80,86,85,75,72,6,blue,Its sense of smell is 100 million times better than a human’s， so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!
686,inkay,4,35,58,dark,psychic,53,54,53,37,46,45,6,blue,It flashes the light-emitting spots on its body， which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.
687,malamar,15,470,169,dark,psychic,86,92,88,68,75,73,6,blue,It lures its prey close with hypnotic motions， then wraps its tentacles around it before finishing it off with digestive fluids.
688,binacle,5,310,61,rock,water,42,52,67,39,56,50,6,brown,They stretch and then contract， yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.
689,barbaracle,13,960,175,rock,water,72,105,115,54,86,68,6,brown,Barbaracle’s legs and hands have minds of their own， and they will move independently. But they usually follow the head’s orders.
690,skrelp,5,73,64,poison,water,50,60,60,60,60,30,6,brown,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
691,dragalge,18,815,173,poison,dragon,65,75,90,97,123,44,6,brown,Tales are told of ships that wander into seas where Dragalge live， never to return.
692,clauncher,5,83,66,water,,50,53,62,58,63,44,6,blue,Through controlled explosions of internal gas， it can expel water like a pistol shot. At close distances， it can shatter rock.
693,clawitzer,13,353,100,water,,71,73,88,120,89,59,6,blue,By expelling water from the nozzle in the back of its claw， it can move at a speed of 60 knots.
694,helioptile,5,60,58,electric,normal,44,38,33,61,43,70,6,yellow,The frills on either side of its head have cells that generate electricity when exposed to sunlight.
695,heliolisk,10,210,168,electric,normal,62,55,52,109,94,109,6,yellow,It stimulates its muscles with electricity， boosting the strength in its legs and enabling it to run 100 yards in five seconds.
696,tyrunt,8,260,72,rock,dragon,58,89,77,45,45,48,6,brown,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
697,tyrantrum,25,2700,182,rock,dragon,82,121,119,69,59,71,6,red,Nothing could stop this Pokémon 100 million years ago， so it behaved like a king.
698,amaura,13,252,72,rock,ice,77,59,50,67,63,46,6,blue,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.
699,aurorus,27,2250,104,rock,ice,123,77,72,99,92,58,6,blue,Using its diamond-shaped crystals， it can instantly create a wall of ice to block an opponent’s attack.
700,sylveon,10,235,184,fairy,,95,65,65,110,130,60,6,pink,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.
701,hawlucha,8,215,175,fighting,flying,78,92,75,74,63,118,6,green,With its wings， it controls its position in the air. It likes to attack from above， a maneuver that is difficult to defend against.
702,dedenne,2,22,151,electric,fairy,67,58,57,81,67,101,6,yellow,It uses its tail to absorb electricity from power plants or from outlets in houses， and then it fires the electricity from its whiskers.
703,carbink,3,57,100,rock,fairy,50,50,150,50,150,50,6,gray,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.
704,goomy,3,28,60,dragon,,45,50,35,55,75,40,6,purple,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.
705,sliggoo,8,175,158,dragon,,68,75,53,83,113,60,6,purple,Its four horns are a high-performance radar system. It uses them to sense sounds and smells， rather than using ears or a nose.
706,goodra,20,1505,270,dragon,,90,100,70,110,150,80,6,purple,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.
707,klefki,2,30,165,steel,fairy,57,80,91,80,87,75,6,gray,It never lets go of a key that it likes， so people give it the keys to vaults and safes as a way to prevent crime.
708,phantump,4,70,62,ghost,grass,43,70,48,50,60,38,6,brown,According to old tales， these Pokémon are stumps possessed by the spirits of children who died while lost in the forest.
709,trevenant,15,710,166,ghost,grass,85,110,76,65,82,56,6,brown,Using its roots as a nervous system， it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.
710,pumpkaboo-average,4,50,67,ghost,grass,49,66,70,44,55,51,6,brown,It is said to carry wandering spirits to the place where they belong so they can move on.
711,gourgeist-average,9,125,173,ghost,grass,65,90,122,58,75,84,6,brown,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.
712,bergmite,10,995,61,ice,,55,69,85,32,35,28,6,blue,Using air of -150 degrees Fahrenheit， they freeze opponents solid. They live in herds above the snow line on mountains.
713,avalugg,20,5050,180,ice,,95,117,184,44,46,28,6,blue,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.
714,noibat,5,80,49,flying,dragon,40,30,35,45,40,55,6,purple,Even a robust wrestler will become dizzy and unable to stand when exposed to its 200，000-hertz ultrasonic waves.
715,noivern,15,850,187,flying,dragon,85,70,80,97,80,123,6,purple,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.
716,xerneas,30,2150,306,fairy,,126,131,95,131,98,99,6,blue,When the horns on its head shine in seven colors， it is said to be sharing everlasting life.
717,yveltal,58,2030,306,dark,flying,126,131,95,131,98,99,6,red,When its life comes to an end， it absorbs the life energy of every living thing and turns into a cocoon once more.
718,zygarde,50,3050,270,dragon,ground,108,100,121,81,95,95,6,green,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.
719,diancie,7,88,270,rock,fairy,50,100,150,100,150,50,6,pink,It can instantly create many diamonds by compressing the carbon in the air between its hands.
720,hoopa,5,90,270,psychic,ghost,80,110,60,150,130,70,6,purple,It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed， it is transformed into a much smaller form.
721,volcanion,17,1950,270,fire,water,80,110,120,130,90,70,6,brown,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
